sid,schid,distid,al_grp_avg,al_sr_grp_avg,al_is_grp_avg,e_ma_grp_avg,e_lit_ln_grp_avg,e_lit_ls_grp_avg,gender,ethnic_cd,al_admn_cd,al_atmpt_cd,al_s_ravg,al_i_savg,al_to_tavg,e_ma_admn_cd,e_ma_atmpt_cd,e_ma_to_tscore,e_lit_ln_atmpt_cd,e_lit_ln_admn_cd,e_lit_l_ncorr,e_lit_ls_atmpt_cd,e_lit_ls_admn_cd,e_lit_l_scorr
209,23,11,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.8,3,2.8667,0,Y,5,Y,0,14,Y,0,2
210,226,97,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.5,4,3.6667,0,Y,9,Y,0,12,Y,0,16
211,287,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.6,4.6,3.9333,0,Y,7,Y,0,2,Y,0,0
212,631,46,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.1,3.8,2.6667,0,Y,9,Y,0,8,Y,0,0
213,255,107,Y,Y,Y,Y,Y,Y,M,A,0,Y,3.5,3.4,3.4667,0,Y,7,Y,0,14,Y,0,4
214,30,16,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,5,Y,0,39,Y,0,35
215,564,171,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,2.2,2.5333,0,Y,8,Y,0,4,Y,0,0
216,164,81,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.7,5,4.8,0,Y,8,Y,0,1,Y,0,2
217,716,172,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,4,3.8667,0,Y,9,Y,0,0,Y,0,0
218,499,172,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.6,4,3.7333,0,Y,7,Y,0,1,Y,0,0
219,475,168,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.9,3.4,2.4,0,Y,9,Y,0,0,Y,0,0
220,343,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.7,5,4.8,0,Y,7,Y,0,35,Y,0,10
221,490,172,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.1,1.4,2.6,0,Y,4,Y,0,16,Y,0,0
222,459,168,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,4.2,3.7333,0,Y,6,Y,0,70,Y,0,18
223,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.3,5,4.5333,0,Y,12,Y,0,3,Y,0,0
224,391,132,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.6,3.6,2.9333,0,Y,8,Y,0,2,Y,0,0
225,300,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,12,Y,0,50,Y,0,27
226,482,172,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.1,3.4,2.5333,0,Y,4,Y,0,0,Y,0,1
227,204,89,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4.8,4.2,0,Y,12,Y,0,47,Y,0,18
228,651,136,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4.2,4,0,Y,8,Y,0,26,Y,0,8
229,295,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.2,3,2.4667,0,Y,11,Y,0,14,Y,0,2
230,243,105,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.6,4,3.7333,0,Y,5,Y,0,2,Y,0,0
231,407,136,Y,Y,Y,N,N,N,M,W,0,Y,3.7,5,4.1333,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,509,174,Y,Y,Y,N,N,N,M,B,0,Y,3.2,5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,170,82,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.3,3,3.8667,0,Y,10,Y,0,68,Y,0,15
234,135,72,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,3,2.8,0,Y,12,Y,0,5,Y,0,0
235,244,105,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.3,4.6,4.4,0,Y,10,Y,0,27,Y,0,7
236,160,80,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.6,3.4,0,Y,3,Y,0,5,Y,0,2
237,374,130,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.9,4,3.9333,0,Y,11,Y,0,1,Y,0,0
238,514,181,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,3.2,2.9333,0,Y,8,Y,0,40,Y,0,0
239,369,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.2,5,3.8,0,Y,6,Y,0,5,Y,0,3
240,171,82,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.2,3.2,1.8667,0,Y,5,Y,0,1,Y,0,0
241,81,38,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,5,4.2667,0,Y,7,Y,0,42,Y,0,31
242,92,42,N,N,N,Y,N,Y,F,H,NA,NA,NA,NA,NA,0,Y,13,Y,C,2,Y,0,2
243,1,1,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,5,4.2,0,Y,7,Y,0,24,Y,0,1
244,438,156,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,4,3.5333,0,Y,6,Y,0,13,Y,0,0
245,265,112,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.3,3.8,3.4667,0,Y,9,Y,0,23,Y,0,0
246,431,152,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,6,Y,0,23,Y,0,0
247,24,11,N,N,N,Y,Y,Y,M,A,5,N,NA,NA,NA,0,Y,11,Y,0,1,Y,0,4
248,437,154,Y,Y,Y,Y,Y,Y,F,A,0,Y,4.4,4,4.2667,0,Y,14,Y,0,35,Y,0,12
249,403,134,Y,Y,Y,Y,Y,Y,F,W,0,Y,1.2,1,1.1333,0,Y,3,Y,0,23,Y,0,0
250,499,172,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.5,2.4,2.4667,0,Y,9,Y,0,5,Y,0,0
251,456,168,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.9,3.6,3.8,0,Y,13,Y,0,48,Y,0,18
252,599,168,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.8,4,3.2,0,Y,8,Y,0,0,Y,0,0
253,159,80,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.7,2,2.4667,0,Y,0,Y,0,3,Y,0,0
254,98,42,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,14,Y,0,29,Y,0,9
255,501,172,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,5,3.8667,0,Y,12,Y,0,0,Y,0,1
256,433,152,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,7,Y,0,37,Y,0,16
257,363,130,N,N,N,Y,Y,Y,M,W,5,N,NA,NA,NA,0,Y,8,Y,0,0,Y,0,0
258,332,130,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.4,4.6,4.4667,0,Y,14,Y,0,50,Y,0,24
259,154,77,Y,Y,Y,Y,Y,Y,M,I,0,Y,3.1,0,2.3333,0,Y,9,Y,0,21,Y,0,9
260,260,109,Y,Y,Y,Y,Y,Y,F,M,0,Y,4.3,4.2,4.2667,0,Y,13,Y,0,2,Y,0,0
261,79,38,Y,Y,Y,N,N,N,M,W,0,Y,2.6,3,2.7333,8,N,NA,N,8,NA,N,8,NA
262,553,39,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.8,4.4,3.3333,0,Y,8,Y,0,7,Y,0,3
263,79,38,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,6,Y,0,2,Y,0,0
264,481,172,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4,3.8,0,Y,12,Y,0,0,Y,0,1
265,711,172,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3,3.2,0,Y,7,Y,0,15,Y,0,9
266,718,11,Y,Y,Y,Y,Y,Y,F,H,0,Y,3,4,3.3333,0,Y,3,Y,0,4,Y,0,5
267,655,133,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.9,5,4.9333,0,Y,11,Y,0,26,Y,0,9
268,401,134,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.6,4.8,3.3333,0,Y,8,Y,0,0,Y,0,0
269,44,12,Y,Y,Y,Y,Y,Y,F,M,0,Y,4.8,4.4,4.6667,0,Y,11,Y,0,44,Y,0,18
270,572,17,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,9,Y,0,31,Y,0,14
271,518,182,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.1,2,2.0667,0,Y,8,Y,0,0,Y,0,0
272,220,94,Y,Y,Y,Y,Y,Y,M,B,0,Y,2.2,2.8,2.4,0,Y,9,Y,0,26,Y,0,3
273,602,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,5,4.3333,0,Y,6,Y,0,31,Y,0,11
274,345,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,2,2.4,2.1333,0,Y,5,Y,0,1,Y,0,0
275,564,171,Y,Y,Y,Y,Y,Y,M,M,0,Y,4.5,5,4.6429,0,Y,10,Y,0,19,Y,0,11
276,410,136,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,9,Y,0,35,Y,0,12
277,655,133,Y,Y,Y,N,N,N,F,W,0,Y,2.3,4.4,2.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,332,130,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,9,Y,0,22,Y,0,9
279,426,151,Y,Y,Y,N,N,N,F,H,0,Y,2.7,2.4,2.6,1,N,NA,N,8,NA,N,8,NA
280,439,157,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,4.8,4.6,0,Y,11,Y,0,18,Y,0,0
281,265,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,3.4,3.8,0,Y,9,Y,0,6,Y,0,2
282,264,112,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.1,3.8,3.3333,0,Y,10,Y,0,8,Y,0,1
283,169,81,Y,Y,Y,Y,Y,Y,M,M,0,Y,2.8,3.8,3.1333,0,Y,3,Y,0,3,Y,0,1
284,711,172,Y,Y,Y,Y,Y,Y,M,A,0,Y,4.2,4.4,4.2667,0,Y,14,Y,0,14,Y,0,17
285,28,13,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.6,3.4,0,Y,5,Y,0,45,Y,0,6
286,715,168,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.2,1.8,2.0667,0,Y,4,Y,0,8,Y,0,0
287,493,172,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,5,Y,0,43,Y,0,15
288,521,183,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.4,5,4.6,0,Y,15,Y,0,28,Y,0,17
289,521,183,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.1,5,4.4,0,Y,8,Y,0,2,Y,0,1
290,521,183,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4.4,3.9333,0,Y,7,Y,0,12,Y,0,5
291,203,89,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,4,Y,0,58,Y,0,35
292,337,130,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.4,5,4.6,0,Y,3,Y,0,44,Y,0,11
293,473,171,Y,Y,Y,Y,N,N,F,H,0,Y,3.4,4,3.6,0,Y,5,N,1,NA,N,1,NA
294,427,151,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4.2,4,0,Y,9,Y,0,14,Y,0,8
295,485,172,Y,Y,Y,Y,Y,Y,M,H,0,Y,4,4,4,0,Y,3,Y,0,0,Y,0,0
296,600,7,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.1,5,4.4,0,Y,8,Y,0,0,Y,0,0
297,115,62,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.2,4.4,4.2667,0,Y,7,Y,0,16,Y,0,3
298,583,76,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.2,5,4.4667,0,Y,7,Y,0,19,Y,0,8
299,51,15,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,5,4.6667,0,Y,11,Y,0,0,Y,0,0
300,345,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,2,2.4,2.1333,0,Y,10,Y,0,9,Y,0,0
301,63,27,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.4,2,2.2667,0,Y,14,Y,0,8,Y,0,1
302,719,18,Y,Y,Y,Y,Y,N,M,H,0,Y,1.9,2.8,2.2,0,Y,5,Y,0,0,Y,C,0
303,80,38,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.8,4,3.8667,0,Y,6,Y,0,0,Y,0,0
304,522,183,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.5,4.6,4.5333,0,Y,6,Y,0,3,Y,0,0
305,1,1,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,9,Y,0,42,Y,0,8
306,438,156,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.9,5,4.2667,0,Y,6,Y,0,0,Y,0,0
307,190,88,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.6,4.4,3.8667,0,Y,7,Y,0,0,Y,0,0
308,437,154,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.5,4,3.6667,0,Y,13,Y,0,0,Y,0,0
309,599,168,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,3.8,3.4667,0,Y,12,Y,0,8,Y,0,3
310,301,124,N,N,N,Y,Y,Y,F,H,NA,NA,NA,NA,NA,0,Y,9,Y,0,20,Y,0,4
311,162,80,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,5,4.2,0,Y,8,Y,0,13,Y,0,3
312,86,39,Y,Y,Y,Y,Y,Y,F,A,0,Y,2.9,3,2.9333,0,Y,11,Y,0,2,Y,0,3
313,419,143,Y,Y,N,Y,Y,Y,M,W,0,Y,3,3.6,3.2,0,Y,7,Y,0,0,Y,0,0
314,397,23,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,3,3.2667,0,Y,11,Y,0,12,Y,0,5
315,57,23,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4.4,4.0667,0,Y,12,Y,0,34,Y,0,20
316,553,39,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.8,2,2.4667,0,Y,2,Y,0,2,Y,0,2
317,419,143,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.2,3.4,3.2667,0,Y,10,Y,0,53,Y,0,36
318,39,15,Y,Y,Y,Y,Y,Y,M,H,0,Y,3,3.4,3.1333,0,Y,2,Y,0,8,Y,0,1
319,36,13,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.2,2.4,1.6,0,Y,6,Y,0,1,Y,0,0
320,40,15,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.4,3.8,3.5333,0,Y,5,Y,0,26,Y,0,4
321,156,79,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7778,4,3.8667,0,Y,3,Y,0,51,Y,0,5
322,723,151,Y,Y,Y,N,N,N,F,W,0,Y,4,5,4.3333,3,Y,7,Y,3,44,Y,7,11
323,699,133,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,15,Y,0,18,Y,0,6
324,203,89,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.6,3.6,2.9333,0,Y,7,Y,0,0,Y,0,0
325,651,136,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,6,Y,0,32,Y,0,18
326,471,171,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.5,3.8,3.6,0,Y,3,Y,0,0,Y,0,0
327,559,80,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.2,5,4.4667,0,Y,13,Y,0,58,Y,0,16
328,463,170,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.3,4,3.5333,0,Y,4,Y,0,4,Y,0,0
329,458,168,Y,Y,Y,Y,Y,Y,M,A,0,Y,4,4,4,0,Y,10,Y,0,27,Y,0,10
330,160,80,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.5,4.6,4.5333,0,Y,11,Y,0,2,Y,0,1
331,595,183,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,4,3.8667,0,Y,8,Y,0,8,Y,0,1
332,602,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,4,3.6,0,Y,6,Y,0,15,Y,0,8
333,370,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,4.6,3.7333,0,Y,9,Y,0,25,Y,0,11
334,342,130,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.7,5,4.1333,0,Y,6,Y,0,9,Y,0,2
335,365,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,3.4,3.1333,0,Y,12,Y,0,23,Y,0,7
336,391,132,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.7,4.4,4.6,0,Y,12,Y,0,42,Y,0,11
337,403,134,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.7,3.6,3,0,Y,4,Y,0,0,Y,0,0
338,203,89,Y,Y,Y,Y,Y,Y,F,W,0,Y,3,4,3.3333,0,Y,6,Y,0,27,Y,0,1
339,406,136,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.6,4.8,4.6667,0,Y,10,Y,0,13,Y,0,0
340,9,8,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.4,5,3.9333,0,Y,7,Y,0,12,Y,0,1
341,531,38,Y,Y,Y,N,N,N,F,W,0,Y,2.8,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,554,173,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4.2,4.0667,0,Y,9,Y,0,37,Y,0,12
343,298,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3,1,3,0,Y,5,Y,0,46,Y,0,0
344,490,172,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.9,3.6,3.8,0,Y,7,Y,0,5,Y,0,3
345,210,90,Y,Y,Y,Y,Y,Y,M,M,0,Y,2.7,3,2.8,0,Y,11,Y,0,17,Y,0,18
346,449,188,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,3.2,2.9333,0,Y,4,Y,0,5,Y,0,3
347,412,137,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,4,3.6,0,Y,8,Y,0,48,Y,0,4
348,429,150,Y,Y,Y,Y,Y,Y,F,W,0,Y,1.2,2.6,1.6667,0,Y,7,Y,0,0,Y,0,0
349,434,153,Y,Y,Y,Y,Y,Y,M,I,0,Y,3.5,3.8,3.6,0,Y,4,Y,0,12,Y,0,3
350,434,153,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4,3.9333,0,Y,13,Y,0,26,Y,0,1
351,161,80,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.8,5,4.8667,0,Y,9,Y,0,42,Y,0,32
352,715,168,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.6,3.4,4.2,0,Y,13,Y,0,27,Y,0,27
353,595,183,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.8,3.6,3.0667,0,Y,3,Y,0,32,Y,0,0
354,281,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.7,4.6,4,0,Y,5,Y,0,22,Y,0,7
355,716,172,Y,Y,Y,Y,Y,Y,M,H,0,Y,4,4,4,0,Y,8,Y,0,1,Y,0,0
356,248,105,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.5,5,4.6667,0,Y,6,Y,0,24,Y,0,4
357,457,168,Y,Y,Y,Y,Y,Y,M,I,0,Y,1.5,2.2,1.7333,0,Y,6,Y,0,0,Y,0,0
358,491,172,Y,Y,Y,Y,Y,Y,F,A,0,Y,4.9,5,4.9333,0,Y,13,Y,0,51,Y,0,27
359,194,88,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.5,4.6,4.5333,0,Y,10,Y,0,2,Y,0,0
360,427,151,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.4,2.8,2.5333,0,Y,4,Y,0,18,Y,0,3
361,437,154,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4.6,4.1333,0,Y,7,Y,0,1,Y,0,0
362,638,148,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.4,4.2,4.3333,0,Y,6,Y,0,31,Y,0,1
363,718,11,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,3.6,3.8,0,Y,10,Y,0,4,Y,0,0
364,38,15,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.3,2.6,2.4,0,Y,8,Y,0,2,Y,0,0
365,38,15,Y,Y,Y,N,N,N,M,W,0,Y,3.8,4,3.8667,5,N,NA,N,5,NA,N,5,NA
366,719,18,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.8,5,4.8667,0,Y,9,Y,0,30,Y,0,12
367,336,130,Y,Y,Y,N,N,N,F,H,0,Y,3,5,3.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,492,172,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.2,3.2,3.2,0,Y,4,Y,0,0,Y,0,0
369,619,103,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,3,3,0,Y,12,Y,0,16,Y,0,5
370,474,168,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.1,4,3.4,0,Y,4,Y,0,13,Y,0,15
371,121,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4,3.8,0,Y,7,Y,0,29,Y,0,3
372,296,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,3.4,3.4667,0,Y,12,Y,0,2,Y,0,9
373,190,88,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,10,Y,0,67,Y,0,34
374,137,72,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.7,4.2,4.5333,0,Y,15,Y,0,57,Y,0,12
375,482,172,Y,Y,Y,Y,Y,Y,F,A,0,Y,4.3,5,4.5,0,Y,8,Y,0,25,Y,0,1
376,517,181,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.6,5,4.0667,0,Y,9,Y,0,14,Y,0,5
377,337,130,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.2,5,4.4667,0,Y,8,Y,0,14,Y,0,6
378,160,80,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.9,4.8,3.5333,0,Y,6,Y,0,2,Y,0,0
379,713,30,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,3.8,3.8,0,Y,6,Y,0,21,Y,0,0
380,486,172,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.9,5,4.2667,0,Y,13,Y,0,10,Y,0,1
381,84,39,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,4.2,3.8,0,Y,10,Y,0,17,Y,0,10
382,266,112,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.3,3.4,2.6667,0,Y,7,Y,0,22,Y,0,7
383,431,152,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4,3.8,0,Y,11,Y,0,13,Y,0,10
384,486,172,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.9,5,4.9333,0,Y,9,Y,0,31,Y,0,14
385,80,38,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,2.6,2.7333,0,Y,12,Y,0,59,Y,0,36
386,38,15,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,4,3.5333,0,Y,8,Y,0,0,Y,0,1
387,19,10,Y,Y,Y,N,Y,Y,F,W,0,Y,5,5,5,NA,NA,NA,Y,0,39,Y,0,12
388,719,18,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.7,4,3.8,0,Y,5,Y,0,7,Y,0,0
389,85,39,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4.2,4,0,Y,9,Y,0,3,Y,0,0
390,447,188,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.5,4,3.6667,0,Y,6,Y,0,9,Y,0,0
391,453,168,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.6,3.4,2.8667,0,Y,8,Y,0,0,Y,0,0
392,293,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,3.2,3,0,Y,4,Y,0,4,Y,0,0
393,423,147,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,5,4.2667,0,Y,3,Y,0,21,Y,0,0
394,2,1,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.8,4.6,4.7333,0,Y,9,Y,0,0,Y,0,0
395,321,129,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,8,Y,0,46,Y,0,21
396,361,130,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,3,3.3333,0,Y,13,Y,0,21,Y,0,1
397,554,173,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.1,3.2,3.1333,0,Y,8,Y,0,15,Y,0,0
398,82,38,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.8,5,4.8667,0,Y,8,Y,0,39,Y,0,3
399,52,19,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.7,3.4,3.6,0,Y,5,Y,0,29,Y,0,6
400,52,19,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,3.6,3.7333,0,Y,7,Y,0,39,Y,0,2
401,52,19,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,3,3,0,Y,14,Y,0,17,Y,0,0
402,465,170,Y,Y,Y,Y,Y,Y,F,A,0,Y,4,4,4,0,Y,10,Y,0,28,Y,0,7
403,715,168,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4,3.9333,0,Y,9,Y,0,2,Y,0,0
404,389,132,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,5,4.6667,0,Y,10,Y,0,23,Y,0,10
405,130,71,Y,Y,Y,Y,Y,Y,F,H,0,Y,1.4,3.2,2,0,Y,4,Y,0,0,Y,0,0
406,432,152,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,4.8,4,0,Y,10,Y,0,2,Y,0,1
407,605,38,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.6,3.2,3.4667,0,Y,4,Y,0,0,Y,0,0
408,89,40,N,N,N,Y,Y,Y,M,W,5,N,NA,NA,NA,0,Y,9,Y,0,12,Y,0,2
409,408,136,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4,4,0,Y,15,Y,0,1,Y,0,42
410,163,80,Y,Y,Y,Y,Y,Y,M,P,0,Y,3.7,3,3.4667,0,Y,6,Y,0,0,Y,0,0
411,15,9,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,5,4,0,Y,7,Y,0,6,Y,0,0
412,15,9,Y,Y,Y,Y,Y,Y,F,H,0,Y,1.1,1,1.0667,0,Y,6,Y,0,0,Y,0,0
413,15,9,Y,Y,Y,Y,Y,Y,F,H,0,Y,5,5,5,0,Y,6,Y,0,1,Y,0,0
414,411,136,Y,Y,Y,Y,Y,Y,F,M,0,Y,2.4,3.4,2.7333,0,Y,7,Y,0,32,Y,0,15
415,92,42,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.5,5,3.3333,0,Y,3,Y,0,0,Y,0,0
416,90,41,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.6,3.8,3,0,Y,5,Y,0,34,Y,0,0
417,741,89,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,5,4.2667,0,Y,5,Y,0,0,Y,0,1
418,210,90,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.9,4,3.9333,0,Y,8,Y,0,0,Y,0,0
419,200,89,Y,Y,Y,Y,Y,Y,F,P,0,Y,4.4,5,4.6,0,Y,8,Y,0,5,Y,0,1
420,64,28,Y,Y,Y,Y,N,N,M,W,0,Y,4.9,5,4.9333,0,Y,8,NA,NA,NA,NA,NA,NA
